game_id,feature_set,feature_influence,fanova_setting,entity,explanation,feature_value,explanation/feature_value,random_seed,rho,n_instance,sample_size
0,"(3,)",full,b,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",full,b,interaction,8.881784197001252e-16,1.0,8.881784197001252e-16,0,0.0,1,512
0,"(1, 2, 3)",full,b,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(0,)",full,m,individual,1.880159299008385,1.0,1.880159299008385,0,0.0,1,512
0,"(1,)",full,m,individual,1.985458617442184,1.0,1.985458617442184,0,0.0,1,512
0,"(2,)",full,m,individual,1.821822365859286,1.0,1.821822365859286,0,0.0,1,512
0,"(3,)",full,m,individual,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",full,m,individual,3.8072809833014873,1.0,3.8072809833014873,0,0.0,1,512
0,"(1, 2, 3)",full,m,individual,3.8072809833014873,1.0,3.8072809833014873,0,0.0,1,512
0,"(0,)",full,m,joint,1.880159299008385,1.0,1.880159299008385,0,0.0,1,512
0,"(1,)",full,m,joint,1.985458617442184,1.0,1.985458617442184,0,0.0,1,512
0,"(2,)",full,m,joint,1.821822365859286,1.0,1.821822365859286,0,0.0,1,512
0,"(3,)",full,m,joint,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",full,m,joint,3.8072809833014873,1.0,3.8072809833014873,0,0.0,1,512
0,"(1, 2, 3)",full,m,joint,3.8072809833014873,1.0,3.8072809833014873,0,0.0,1,512
0,"(0,)",full,m,interaction,1.880159299008385,1.0,1.880159299008385,0,0.0,1,512
0,"(1,)",full,m,interaction,1.985458617442184,1.0,1.985458617442184,0,0.0,1,512
0,"(2,)",full,m,interaction,1.821822365859286,1.0,1.821822365859286,0,0.0,1,512
0,"(3,)",full,m,interaction,0.0,1.0,0.0,0,0.0,1,512
0,"(1, 2)",full,m,interaction,-1.6875389974302383e-14,1.0,-1.6875389974302383e-14,0,0.0,1,512
0,"(1, 2, 3)",full,m,interaction,-8.881784197001252e-16,1.0,-8.881784197001252e-16,0,0.0,1,512
0,"(0,)",pure,c,individual,4.324078213018436,1.0,4.324078213018436,0,0.5,1,512
0,"(1,)",pure,c,individual,4.323590303664822,1.0,4.323590303664822,0,0.5,1,512
0,"(2,)",pure,c,individual,4.3231910250011465,1.0,4.3231910250011465,0,0.5,1,512
0,"(3,)",pure,c,individual,3.5631416446874367,1.0,3.5631416446874367,0,0.5,1,512
0,"(1, 2)",pure,c,individual,5.55942799750498,1.0,5.55942799750498,0,0.5,1,512
0,"(1, 2, 3)",pure,c,individual,5.562961093046863,1.0,5.562961093046863,0,0.5,1,512
0,"(0,)",pure,c,joint,4.324078213018436,1.0,4.324078213018436,0,0.5,1,512
0,"(1,)",pure,c,joint,4.323590303664822,1.0,4.323590303664822,0,0.5,1,512
0,"(2,)",pure,c,joint,4.3231910250011465,1.0,4.3231910250011465,0,0.5,1,512
0,"(3,)",pure,c,joint,3.5631416446874367,1.0,3.5631416446874367,0,0.5,1,512
0,"(1, 2)",pure,c,joint,5.55942799750498,1.0,5.55942799750498,0,0.5,1,512
0,"(1, 2, 3)",pure,c,joint,5.562961093046863,1.0,5.562961093046863,0,0.5,1,512
0,"(0,)",pure,c,interaction,4.324078213018436,1.0,4.324078213018436,0,0.5,1,512
0,"(1,)",pure,c,interaction,4.323590303664822,1.0,4.323590303664822,0,0.5,1,512
0,"(2,)",pure,c,interaction,4.3231910250011465,1.0,4.3231910250011465,0,0.5,1,512
0,"(3,)",pure,c,interaction,3.5631416446874367,1.0,3.5631416446874367,0,0.5,1,512
0,"(1, 2)",pure,c,interaction,-3.087353331160989,1.0,-3.087353331160989,0,0.5,1,512
0,"(1, 2, 3)",pure,c,interaction,2.2024155862323047,1.0,2.2024155862323047,0,0.5,1,512
0,"(0,)",pure,b,individual,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",pure,b,individual,2.0188978387245897,1.0,2.0188978387245897,0,0.5,1,512
0,"(2,)",pure,b,individual,2.0211347193447664,1.0,2.0211347193447664,0,0.5,1,512
0,"(3,)",pure,b,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,b,individual,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(1, 2, 3)",pure,b,individual,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(0,)",pure,b,joint,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",pure,b,joint,2.0188978387245897,1.0,2.0188978387245897,0,0.5,1,512
0,"(2,)",pure,b,joint,2.0211347193447664,1.0,2.0211347193447664,0,0.5,1,512
0,"(3,)",pure,b,joint,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,b,joint,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(1, 2, 3)",pure,b,joint,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(0,)",pure,b,interaction,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",pure,b,interaction,2.0188978387245897,1.0,2.0188978387245897,0,0.5,1,512
0,"(2,)",pure,b,interaction,2.0211347193447664,1.0,2.0211347193447664,0,0.5,1,512
0,"(3,)",pure,b,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,b,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2, 3)",pure,b,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",pure,m,individual,2.086333105685557,1.0,2.086333105685557,0,0.5,1,512
0,"(1,)",pure,m,individual,2.191584329737398,1.0,2.191584329737398,0,0.5,1,512
0,"(2,)",pure,m,individual,2.0055454336616028,1.0,2.0055454336616028,0,0.5,1,512
0,"(3,)",pure,m,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,m,individual,4.197129763399,1.0,4.197129763399,0,0.5,1,512
0,"(1, 2, 3)",pure,m,individual,4.197129763399,1.0,4.197129763399,0,0.5,1,512
0,"(0,)",pure,m,joint,2.086333105685557,1.0,2.086333105685557,0,0.5,1,512
0,"(1,)",pure,m,joint,2.191584329737398,1.0,2.191584329737398,0,0.5,1,512
0,"(2,)",pure,m,joint,2.0055454336616028,1.0,2.0055454336616028,0,0.5,1,512
0,"(3,)",pure,m,joint,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,m,joint,4.197129763399,1.0,4.197129763399,0,0.5,1,512
0,"(1, 2, 3)",pure,m,joint,4.197129763399,1.0,4.197129763399,0,0.5,1,512
0,"(0,)",pure,m,interaction,2.086333105685557,1.0,2.086333105685557,0,0.5,1,512
0,"(1,)",pure,m,interaction,2.191584329737398,1.0,2.191584329737398,0,0.5,1,512
0,"(2,)",pure,m,interaction,2.0055454336616028,1.0,2.0055454336616028,0,0.5,1,512
0,"(3,)",pure,m,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",pure,m,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2, 3)",pure,m,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",partial,c,individual,1.6800215939572123,1.0,1.6800215939572123,0,0.5,1,512
0,"(1,)",partial,c,individual,1.6796537866126005,1.0,1.6796537866126005,0,0.5,1,512
0,"(2,)",partial,c,individual,1.6793639503583824,1.0,1.6793639503583824,0,0.5,1,512
0,"(3,)",partial,c,individual,1.0621790489426015,1.0,1.0621790489426015,0,0.5,1,512
0,"(1, 2)",partial,c,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2, 3)",partial,c,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",partial,c,joint,1.6800215939572123,1.0,1.6800215939572123,0,0.5,1,512
0,"(1,)",partial,c,joint,1.679653786612601,1.0,1.679653786612601,0,0.5,1,512
0,"(2,)",partial,c,joint,1.6793639503583822,1.0,1.6793639503583822,0,0.5,1,512
0,"(3,)",partial,c,joint,1.0621790489426015,1.0,1.0621790489426015,0,0.5,1,512
0,"(1, 2)",partial,c,joint,2.847725734336382,1.0,2.847725734336382,0,0.5,1,512
0,"(1, 2, 3)",partial,c,joint,3.670050629949612,1.0,3.670050629949612,0,0.5,1,512
0,"(0,)",partial,c,interaction,1.6800215939572123,1.0,1.6800215939572123,0,0.5,1,512
0,"(1,)",partial,c,interaction,1.6796537866126005,1.0,1.6796537866126005,0,0.5,1,512
0,"(2,)",partial,c,interaction,1.6793639503583824,1.0,1.6793639503583824,0,0.5,1,512
0,"(3,)",partial,c,interaction,1.0621790489426015,1.0,1.0621790489426015,0,0.5,1,512
0,"(1, 2)",partial,c,interaction,-1.2988764145848282,1.0,-1.2988764145848282,0,0.5,1,512
0,"(1, 2, 3)",partial,c,interaction,1.4386128602152364,1.0,1.4386128602152364,0,0.5,1,512
0,"(0,)",partial,b,individual,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",partial,b,individual,2.01889783872459,1.0,2.01889783872459,0,0.5,1,512
0,"(2,)",partial,b,individual,2.021134719344766,1.0,2.021134719344766,0,0.5,1,512
0,"(3,)",partial,b,individual,2.220446049250313e-16,1.0,2.220446049250313e-16,0,0.5,1,512
0,"(1, 2)",partial,b,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2, 3)",partial,b,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",partial,b,joint,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",partial,b,joint,2.01889783872459,1.0,2.01889783872459,0,0.5,1,512
0,"(2,)",partial,b,joint,2.021134719344766,1.0,2.021134719344766,0,0.5,1,512
0,"(3,)",partial,b,joint,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",partial,b,joint,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(1, 2, 3)",partial,b,joint,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
0,"(0,)",partial,b,interaction,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",partial,b,interaction,2.01889783872459,1.0,2.01889783872459,0,0.5,1,512
0,"(2,)",partial,b,interaction,2.021134719344766,1.0,2.021134719344766,0,0.5,1,512
0,"(3,)",partial,b,interaction,2.220446049250313e-16,1.0,2.220446049250313e-16,0,0.5,1,512
0,"(1, 2)",partial,b,interaction,-4.440892098500626e-16,1.0,-4.440892098500626e-16,0,0.5,1,512
0,"(1, 2, 3)",partial,b,interaction,4.440892098500626e-16,1.0,4.440892098500626e-16,0,0.5,1,512
0,"(0,)",partial,m,individual,2.086333105685564,1.0,2.086333105685564,0,0.5,1,512
0,"(1,)",partial,m,individual,2.191584329737406,1.0,2.191584329737406,0,0.5,1,512
0,"(2,)",partial,m,individual,2.0055454336616063,1.0,2.0055454336616063,0,0.5,1,512
0,"(3,)",partial,m,individual,4.440892098500626e-16,1.0,4.440892098500626e-16,0,0.5,1,512
0,"(1, 2)",partial,m,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2, 3)",partial,m,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",partial,m,joint,2.086333105685563,1.0,2.086333105685563,0,0.5,1,512
0,"(1,)",partial,m,joint,2.1915843297374065,1.0,2.1915843297374065,0,0.5,1,512
0,"(2,)",partial,m,joint,2.0055454336616068,1.0,2.0055454336616068,0,0.5,1,512
0,"(3,)",partial,m,joint,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",partial,m,joint,4.197129763399009,1.0,4.197129763399009,0,0.5,1,512
0,"(1, 2, 3)",partial,m,joint,4.19712976339901,1.0,4.19712976339901,0,0.5,1,512
0,"(0,)",partial,m,interaction,2.086333105685564,1.0,2.086333105685564,0,0.5,1,512
0,"(1,)",partial,m,interaction,2.191584329737406,1.0,2.191584329737406,0,0.5,1,512
0,"(2,)",partial,m,interaction,2.0055454336616063,1.0,2.0055454336616063,0,0.5,1,512
0,"(3,)",partial,m,interaction,4.440892098500626e-16,1.0,4.440892098500626e-16,0,0.5,1,512
0,"(1, 2)",partial,m,interaction,7.549516567451064e-15,1.0,7.549516567451064e-15,0,0.5,1,512
0,"(1, 2, 3)",partial,m,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(0,)",full,c,individual,0.5382572868239341,1.0,0.5382572868239341,0,0.5,1,512
0,"(1,)",full,c,individual,0.5379505372287898,1.0,0.5379505372287898,0,0.5,1,512
0,"(2,)",full,c,individual,0.5377175453161005,1.0,0.5377175453161005,0,0.5,1,512
0,"(3,)",full,c,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",full,c,individual,1.0952693978982708,1.0,1.0952693978982708,0,0.5,1,512
0,"(1, 2, 3)",full,c,individual,1.7771401668523614,1.0,1.7771401668523614,0,0.5,1,512
0,"(0,)",full,c,joint,0.5382572868239341,1.0,0.5382572868239341,0,0.5,1,512
0,"(1,)",full,c,joint,0.5379505372287898,1.0,0.5379505372287898,0,0.5,1,512
0,"(2,)",full,c,joint,0.5377175453161005,1.0,0.5377175453161005,0,0.5,1,512
0,"(3,)",full,c,joint,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",full,c,joint,1.0952693978982708,1.0,1.0952693978982708,0,0.5,1,512
0,"(1, 2, 3)",full,c,joint,1.7771401668523614,1.0,1.7771401668523614,0,0.5,1,512
0,"(0,)",full,c,interaction,0.5382572868239341,1.0,0.5382572868239341,0,0.5,1,512
0,"(1,)",full,c,interaction,0.5379505372287898,1.0,0.5379505372287898,0,0.5,1,512
0,"(2,)",full,c,interaction,0.5377175453161005,1.0,0.5377175453161005,0,0.5,1,512
0,"(3,)",full,c,interaction,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",full,c,interaction,-0.0196013153533805,1.0,-0.0196013153533805,0,0.5,1,512
0,"(1, 2, 3)",full,c,interaction,0.674810134198168,1.0,0.674810134198168,0,0.5,1,512
0,"(0,)",full,b,individual,2.0263038992505984,1.0,2.0263038992505984,0,0.5,1,512
0,"(1,)",full,b,individual,2.01889783872459,1.0,2.01889783872459,0,0.5,1,512
0,"(2,)",full,b,individual,2.021134719344766,1.0,2.021134719344766,0,0.5,1,512
0,"(3,)",full,b,individual,0.0,1.0,0.0,0,0.5,1,512
0,"(1, 2)",full,b,individual,4.040032558069356,1.0,4.040032558069356,0,0.5,1,512
