,l2,r2,order,index,weighting_scheme,game_title
6,3.1147998588600223,0.12152828804143911,6,STII,Shapley kernel,California Housing Random Forest Ensemble Selection
7,0.49085125710521704,0.22444036104287612,7,STII,Shapley kernel,California Housing Random Forest Ensemble Selection
8,0.027188260060225622,0.9540018702367151,8,STII,Shapley kernel,California Housing Random Forest Ensemble Selection
9,0.00030667601495579363,0.9993952764472903,9,STII,Shapley kernel,California Housing Random Forest Ensemble Selection
10,2.908291307900186e-26,1.0,10,STII,Shapley kernel,California Housing Random Forest Ensemble Selection
1,0.7553090060188827,-0.22865142531525495,1,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
2,0.20719995481001996,0.7477759627646677,2,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
3,0.05500018837282521,0.9043680337971822,3,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
4,0.01260324676816374,0.9767856337135112,4,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
5,0.0023492717178108056,0.9954528689872653,5,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
6,0.00033617072402211234,0.999345379034207,6,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
7,3.417348238438005e-05,0.9999332988102769,7,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
8,2.165209127962464e-06,0.9999957731604625,8,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
9,6.307610345141605e-08,0.9999998768620371,9,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
10,4.046953111204204e-18,1.0,10,FSII,Shapley kernel,California Housing Random Forest Ensemble Selection
1,0.5025114691404737,-23.996193547158256,1,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
2,0.35719155754058496,-9.92872882737429,2,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
3,0.20676983390347237,-0.5057430710344633,3,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
4,0.08905462263095527,0.5770136934144874,4,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
5,0.026002587051784758,0.9297311988721202,5,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
6,0.00463511318184222,0.9895403974444057,6,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
7,0.000439320890764994,0.9991160179926533,7,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
8,1.7864978429608747e-05,0.999964917712314,8,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
9,2.0742322048480028e-07,0.9999995949217861,9,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
10,3.4808712042485476e-26,1.0,10,FBII,Shapley kernel,California Housing Random Forest Ensemble Selection
